timestamp,regno,url,success,failedattempts
20181016 15:56,200044,http://beta.charitycommission.gov.uk/charity-details/?regid=200044&subid=0,200
20181016 15:56,200047,http://beta.charitycommission.gov.uk/charity-details/?regid=200047&subid=0,200
20181016 15:56,200048,http://beta.charitycommission.gov.uk/charity-details/?regid=200048&subid=0,200
20181016 15:56,200049,http://beta.charitycommission.gov.uk/charity-details/?regid=200049&subid=0,200
20181016 15:56,200050,http://beta.charitycommission.gov.uk/charity-details/?regid=200050&subid=0,200
20181016 15:56,200051,http://beta.charitycommission.gov.uk/charity-details/?regid=200051&subid=0,200
20181016 15:56,200053,http://beta.charitycommission.gov.uk/charity-details/?regid=200053&subid=0,200
20181016 15:56,200054,http://beta.charitycommission.gov.uk/charity-details/?regid=200054&subid=0,200
20181016 15:56,200055,http://beta.charitycommission.gov.uk/charity-details/?regid=200055&subid=0,200
20181016 15:56,200056,http://beta.charitycommission.gov.uk/charity-details/?regid=200056&subid=0,200
20181016 15:56,200057,http://beta.charitycommission.gov.uk/charity-details/?regid=200057&subid=0,200
20181016 15:56,200058,http://beta.charitycommission.gov.uk/charity-details/?regid=200058&subid=0,200
20181016 15:56,200059,http://beta.charitycommission.gov.uk/charity-details/?regid=200059&subid=0,200
20181016 15:56,200060,http://beta.charitycommission.gov.uk/charity-details/?regid=200060&subid=0,200
20181016 15:56,200061,http://beta.charitycommission.gov.uk/charity-details/?regid=200061&subid=0,200
20181016 15:56,200062,http://beta.charitycommission.gov.uk/charity-details/?regid=200062&subid=0,200
20181016 15:56,200063,http://beta.charitycommission.gov.uk/charity-details/?regid=200063&subid=0,200
20181016 15:56,200064,http://beta.charitycommission.gov.uk/charity-details/?regid=200064&subid=0,200
20181016 15:56,200065,http://beta.charitycommission.gov.uk/charity-details/?regid=200065&subid=0,200
20181016 15:56,200066,http://beta.charitycommission.gov.uk/charity-details/?regid=200066&subid=0,200
20181016 15:56,200068,http://beta.charitycommission.gov.uk/charity-details/?regid=200068&subid=0,200
20181016 15:56,200069,http://beta.charitycommission.gov.uk/charity-details/?regid=200069&subid=0,200
20181016 15:56,200073,http://beta.charitycommission.gov.uk/charity-details/?regid=200073&subid=0,200
20181016 15:56,200074,http://beta.charitycommission.gov.uk/charity-details/?regid=200074&subid=0,200
20181016 15:56,200075,http://beta.charitycommission.gov.uk/charity-details/?regid=200075&subid=0,200
20181016 15:56,200076,http://beta.charitycommission.gov.uk/charity-details/?regid=200076&subid=0,200
20181016 15:56,200077,http://beta.charitycommission.gov.uk/charity-details/?regid=200077&subid=0,200
20181016 15:56,200078,http://beta.charitycommission.gov.uk/charity-details/?regid=200078&subid=0,200
20181016 15:56,200079,http://beta.charitycommission.gov.uk/charity-details/?regid=200079&subid=0,200
20181016 15:56,200081,http://beta.charitycommission.gov.uk/charity-details/?regid=200081&subid=0,200
20181016 15:56,200082,http://beta.charitycommission.gov.uk/charity-details/?regid=200082&subid=0,200
20181016 15:56,200083,http://beta.charitycommission.gov.uk/charity-details/?regid=200083&subid=0,200
20181016 15:56,200084,http://beta.charitycommission.gov.uk/charity-details/?regid=200084&subid=0,200
20181016 15:56,200085,http://beta.charitycommission.gov.uk/charity-details/?regid=200085&subid=0,200
20181016 15:56,200086,http://beta.charitycommission.gov.uk/charity-details/?regid=200086&subid=0,200
20181016 15:56,200088,http://beta.charitycommission.gov.uk/charity-details/?regid=200088&subid=0,200
20181016 15:56,200089,http://beta.charitycommission.gov.uk/charity-details/?regid=200089&subid=0,200
20181016 15:56,200090,http://beta.charitycommission.gov.uk/charity-details/?regid=200090&subid=0,200
20181016 15:56,200091,http://beta.charitycommission.gov.uk/charity-details/?regid=200091&subid=0,200
20181016 15:56,200093,http://beta.charitycommission.gov.uk/charity-details/?regid=200093&subid=0,200
20181016 15:56,200094,http://beta.charitycommission.gov.uk/charity-details/?regid=200094&subid=0,200
20181016 15:56,200095,http://beta.charitycommission.gov.uk/charity-details/?regid=200095&subid=0,200
20181016 15:56,200096,http://beta.charitycommission.gov.uk/charity-details/?regid=200096&subid=0,200
20181016 15:56,200097,http://beta.charitycommission.gov.uk/charity-details/?regid=200097&subid=0,200
20181016 15:56,200098,http://beta.charitycommission.gov.uk/charity-details/?regid=200098&subid=0,200
20181016 15:56,200099,http://beta.charitycommission.gov.uk/charity-details/?regid=200099&subid=0,200
20181016 15:56,200100,http://beta.charitycommission.gov.uk/charity-details/?regid=200100&subid=0,200
20181016 15:56,200103,http://beta.charitycommission.gov.uk/charity-details/?regid=200103&subid=0,200
20181016 15:56,200104,http://beta.charitycommission.gov.uk/charity-details/?regid=200104&subid=0,200
20181016 15:56,200107,http://beta.charitycommission.gov.uk/charity-details/?regid=200107&subid=0,200
20181016 15:56,200108,http://beta.charitycommission.gov.uk/charity-details/?regid=200108&subid=0,200
20181016 15:56,200109,http://beta.charitycommission.gov.uk/charity-details/?regid=200109&subid=0,200
20181016 15:56,200110,http://beta.charitycommission.gov.uk/charity-details/?regid=200110&subid=0,200
20181016 15:56,200111,http://beta.charitycommission.gov.uk/charity-details/?regid=200111&subid=0,200
20181016 15:56,200113,http://beta.charitycommission.gov.uk/charity-details/?regid=200113&subid=0,200
20181016 15:56,200114,http://beta.charitycommission.gov.uk/charity-details/?regid=200114&subid=0,200
20181016 15:56,200116,http://beta.charitycommission.gov.uk/charity-details/?regid=200116&subid=0,200
20181016 15:56,200117,http://beta.charitycommission.gov.uk/charity-details/?regid=200117&subid=0,200
20181016 15:56,200119,http://beta.charitycommission.gov.uk/charity-details/?regid=200119&subid=0,200
20181016 15:56,200121,http://beta.charitycommission.gov.uk/charity-details/?regid=200121&subid=0,200
20181016 15:56,200122,http://beta.charitycommission.gov.uk/charity-details/?regid=200122&subid=0,200
20181016 15:56,200123,http://beta.charitycommission.gov.uk/charity-details/?regid=200123&subid=0,200
